player_id,display_name,player_name,surname,forename,player_dob,dob_display,comp_rec_pos,soccerbase_pos,tm_pos_1,tm_pos_2,tm_pos_3,position
McDonnellCharlie19360715,"McDonnell, Charlie",Charlie McDonnell,McDonnell,Charlie,1936-07-15,,Inside Forward,,,,,Inside Forward
McEveleyJames19850211,"McEveley, James",James McEveley,McEveley,James,1985-02-11,,,Defender,Centre-Back,Left-Back,,Centre-Back
McFarlandRoy19480405,"McFarland, Roy",Roy McFarland,McFarland,Roy,1948-04-05,,Center Half,,,,,Center Half
McGaheyHarrison19950926,"McGahey, Harrison",Harrison McGahey,McGahey,Harrison,1995-09-26,,,Defender,Centre-Back,Right-Back,,Centre-Back
McGeeLuke19950902,"McGee, Luke",Luke McGee,McGee,Luke,1995-09-02,,,Goalkeeper,Goalkeeper,,,Goalkeeper
McGibbonPat19730906,"McGibbon, Pat",Pat McGibbon,McGibbon,Pat,1973-09-06,,,Defender,Centre-Back,,,Centre-Back
McGintySean19930811,"McGinty, Sean",Sean McGinty,McGinty,Sean,1993-08-11,,,Defender,Centre-Back,Left-Back,,Centre-Back
McGraeJoe19031024,"McGrae, Joe",Joe McGrae,McGrae,Joe,1903-10-24,,Left Half,,,,,Left Half
McGrealJohn19720602,"McGreal, John",John McGreal,McGreal,John,1972-06-02,,Central Defender,Defender,Centre-Back,,,Central Defender
McGuganJackie19390612,"McGugan, Jackie",Jackie McGugan,McGugan,Jackie,1939-06-12,,Center Half,,,,,Center Half
McGuireReg19590824,"McGuire, Reg",Reg McGuire,McGuire,Reg,1959-08-24,,Defender,,,,,Defender
McGurkAdam19890124,"McGurk, Adam",Adam McGurk,McGurk,Adam,1989-01-24,,,Forward,Centre-Forward,Left Winger,Right Winger,Centre-Forward
McIntyreKevin19771223,"McIntyre, Kevin",Kevin McIntyre,McIntyre,Kevin,1977-12-23,,,Defender,Left-Back,Central Midfield,,Left-Back
McKayJames19180611,"McKay, James",James McKay,McKay,James,1918-06-11,,Center Forward,,,,,Center Forward
McKennaKenny19600702,"McKenna, Kenny",Kenny McKenna,McKenna,Kenny,1960-07-02,,Center Forward,,,,,Center Forward
McLarenHugh19010113,"McLaren, Hugh",Hugh McLaren,McLaren,Hugh,1901-01-13,,Right Half,,,,,Right Half
McLarenPaul19761117,"McLaren, Paul",Paul McLaren,McLaren,Paul,1976-11-17,,,Midfielder,Central Midfield,,,Central Midfield
McLellanAlistair19220416,"McLellan, Alistair",Alistair McLellan,McLellan,Alistair,1922-04-16,,Inside Forward,,,,,Inside Forward
McMahonJohn19491207,"McMahon, John",John McMahon,McMahon,John,1949-12-07,,Fullback,,,,,Fullback
McManamanCallum19910425,"McManaman, Callum",Callum McManaman,McManaman,Callum,1991-04-25,,,Midfielder,Right Winger,Left Winger,Second Striker,Right Winger
McManusEric19501114,"McManus, Eric",Eric McManus,McManus,Eric,1950-11-14,,Goalkeeper,,,,,Goalkeeper
McMullenIan19651117,"McMullen, Ian",Ian McMullen,McMullen,Ian,1965-11-17,,Forward,,,,,Forward
McMurrayTom19110724,"McMurray, Tom",Tom McMurray,McMurray,Tom,1911-07-24,,Outside Right,,,,,Outside Right
McNabNeil19570604,"McNab, Neil",Neil McNab,McNab,Neil,1957-06-04,,Midfielder,,Right Midfield,Central Midfield,Left Midfield,Midfielder
McNamaraDennis19350308,"McNamara, Dennis",Dennis McNamara,McNamara,Dennis,1935-03-08,,Outside Right,,,,,Outside Right
McNultyJim19850213,"McNulty, Jim",Jim McNulty,McNulty,Jim,1985-02-13,,,Defender,Centre-Back,Left-Back,,Centre-Back
McNultySteve19830926,"McNulty, Steve",Steve McNulty,McNulty,Steve,1983-09-26,,,Defender,Centre-Back,,,Centre-Back
McPakeJosh20010831,"McPake, Josh",Josh McPake,McPake,Josh,2001-08-31,,,Forward,Right Midfield,Right Winger,Left Winger,Right Midfield
McVicarDon19621106,"McVicar, Don",Don McVicar,McVicar,Don,1962-11-06,,Defender,,,,,Defender
MeacockBob19100726,"Meacock, Bob",Bob Meacock,Meacock,Bob,1910-07-26,,Right Half,,,,,Right Half
MekkiAdam19911224,"Mekki, Adam",Adam Mekki,Mekki,Adam,1991-12-24,,,Midfielder,Left Midfield,Right Midfield,Attacking Midfield,Left Midfield
MellonMicky19720318,"Mellon, Micky",Micky Mellon,Mellon,Micky,1972-03-18,,,Midfielder,Central Midfield,Left Midfield,,Central Midfield
MendyArnaud19900210,"Mendy, Arnaud",Arnaud Mendy,Mendy,Arnaud,1990-02-10,,,Midfielder,Central Midfield,Centre-Back,Right Midfield,Central Midfield
MercerJoe18900721,"Mercer, Joe",Joe Mercer,Mercer,Joe,1890-07-21,,Center Half,,,,,Center Half
MerrieChris19981102,"Merrie, Chris",Chris Merrie,Merrie,Chris,1998-11-02,,,Midfielder,Central Midfield,Defensive Midfield,,Central Midfield
MestonSammy19020530,"Meston, Sammy",Sammy Meston,Meston,Sammy,1902-05-30,,Outside Right,,,,,Outside Right
MillerAlforth19140927,"Miller, Alforth",Alforth Miller,Miller,Alforth,1914-09-27,,Inside Right,,,,,Inside Right
MillerDave19640108,"Miller, Dave",Dave Miller,Miller,Dave,1964-01-08,,Midfielder,,,,,Midfielder
MillerIshmael19870305,"Miller, Ishmael",Ishmael Miller,Miller,Ishmael,1987-03-05,,,Forward,Centre-Forward,,,Centre-Forward
MillerWilliam19100719,"Miller, William",William Miller,Miller,William,1910-07-19,,Inside Right,,,,,Inside Right
MillingtonRalph19300618,"Millington, Ralph",Ralph Millington,Millington,Ralph,1930-06-18,,Center Half,,,,,Center Half
MilnerJimmy19330203,"Milner, Jimmy",Jimmy Milner,Milner,Jimmy,1933-02-03,,Forward,,,,,Forward
MilnesCharles21885,"Milnes, Charles",Charles Milnes,Milnes,Charles,,Q2 1885,Center Half,,,,,Center Half
MitchellBarrie19470315,"Mitchell, Barrie",Barrie Mitchell,Mitchell,Barrie,1947-03-15,,Forward,,,,,Forward
MitchellFrank18900525,"Mitchell, Frank",Frank Mitchell,Mitchell,Frank,1890-05-25,,Goalkeeper,,,,,Goalkeeper
MolyneuxBernard19330917,"Molyneux, Bernard",Bernard Molyneux,Molyneux,Bernard,1933-09-17,,Fullback,,,,,Fullback
MolyneuxFred19440725,"Molyneux, Fred",Fred Molyneux,Molyneux,Fred,1944-07-25,,Center Half,,Centre-Back,,,Center Half
MolyneuxLee19890224,"Molyneux, Lee",Lee Molyneux,Molyneux,Lee,1989-02-24,,,Midfielder,Left Midfield,Left-Back,Central Midfield,Left Midfield
MontheEmmanuel19950126,"Monthe, Emmanuel",Emmanuel Monthe,Monthe,Emmanuel,1995-01-26,,,Defender,Centre-Back,Left-Back,,Centre-Back
MooneyJason19890226,"Mooney, Jason",Jason Mooney,Mooney,Jason,1989-02-26,,,Goalkeeper,Goalkeeper,,,Goalkeeper
MooneyKevin19590823,"Mooney, Kevin",Kevin Mooney,Mooney,Kevin,1959-08-23,,Defender,,Centre-Back,,,Defender
MoorcroftDave19470316,"Moorcroft, Dave",Dave Moorcroft,Moorcroft,Dave,1947-03-16,,Wing Half,,,,,Wing Half
MooreEric19260716,"Moore, Eric",Eric Moore,Moore,Eric,1926-07-16,,Left Back,,,,,Left Back
MooreMalcolm19481218,"Moore, Malcolm",Malcolm Moore,Moore,Malcolm,1948-12-18,,Center Forward,,Centre-Forward,,,Center Forward
MoorePatrick1909,"Moore, Patrick",Patrick Moore,Moore,Patrick,,~1909,Center Half,,,,,Center Half
MooreRonnie19530129,"Moore, Ronnie",Ronnie Moore,Moore,Ronnie,1953-01-29,,Center Forward,,Centre-Forward,,,Center Forward
MoorhouseGeorge19010404,"Moorhouse, George",George Moorhouse,Moorhouse,George,1901-04-04,,Outside Left,,,,,Outside Left
MoretonJimmy18910922,"Moreton, Jimmy",Jimmy Moreton,Moreton,Jimmy,1891-09-22,,Outside Right,,,,,Outside Right
MorganAlan19731102,"Morgan, Alan",Alan Morgan,Morgan,Alan,1973-11-02,,Midfielder,Defender,Central Midfield,,,Midfielder
MorleyBrian19601004,"Morley, Brian",Brian Morley,Morley,Brian,1960-10-04,,Defender,,,,,Defender
MorrisKieron19940603,"Morris, Kieron",Kieron Morris,Morris,Kieron,1994-06-03,,,Midfielder,Right Midfield,Left Winger,Attacking Midfield,Right Midfield
MorrisseyJohnny19650308,"Morrissey, Johnny",Johnny Morrissey,Morrissey,Johnny,1965-03-08,,Outside Right,Forward,Right Winger,Left Winger,,Outside Right
MorrowSam19850303,"Morrow, Sam",Sam Morrow,Morrow,Sam,1985-03-03,,,Forward,Centre-Forward,,,Centre-Forward
MottleyHenryDylan19970802,"Mottley-Henry, Dylan",Dylan Mottley-Henry,Mottley-Henry,Dylan,1997-08-02,,,Midfielder,Right Midfield,Left Midfield,Attacking Midfield,Right Midfield
MountfieldDerek19621102,"Mountfield, Derek",Derek Mountfield,Mountfield,Derek,1962-11-02,,Center Half,,,,,Center Half
MuirIan19630505,"Muir, Ian",Ian Muir,Muir,Ian,1963-05-05,,Striker,,Second Striker,Attacking Midfield,,Striker
MulkerrinJimmy19311225,"Mulkerrin, Jimmy",Jimmy Mulkerrin,Mulkerrin,Jimmy,1931-12-25,,Inside Forward,,,,,Inside Forward
MullinJohn19750811,"Mullin, John",John Mullin,Mullin,John,1975-08-11,,,Midfielder,Right Winger,,,Right Winger
MullinPaul19941106,"Mullin, Paul",Paul Mullin,Mullin,Paul,1994-11-06,,,Forward,Centre-Forward,Second Striker,Right Winger,Centre-Forward
MumbongoJoel19990109,"Mumbongo, Joel",Joel Mumbongo,Mumbongo,Joel,1999-01-09,,,Forward,Centre-Forward,,,Centre-Forward
MungallSteve19580522,"Mungall, Steve",Steve Mungall,Mungall,Steve,1958-05-22,,Fullback,Defender,Right-Back,Centre-Back,,Fullback
MurphyBill18950323,"Murphy, Bill",Bill Murphy,Murphy,Bill,1895-03-23,,Outside Left,,,,,Outside Left
MurphyJoe19810821,"Murphy, Joe",Joe Murphy,Murphy,Joe,1981-08-21,,,Goalkeeper,Goalkeeper,,,Goalkeeper
MurrayEddie19620710,"Murray, Eddie",Eddie Murray,Murray,Eddie,1962-07-10,,Outside Right,,,,,Outside Right
MurrayMatt19810502,"Murray, Matt",Matt Murray,Murray,Matt,1981-05-02,,,Goalkeeper,Goalkeeper,,,Goalkeeper
MurrayTommy19330114,"Murray, Tommy",Tommy Murray,Murray,Tommy,1933-01-14,,Outside Right,,,,,Outside Right
MycockTom19230822,"Mycock, Tom",Tom Mycock,Mycock,Tom,1923-08-22,,Inside Forward,,,,,Inside Forward
MyhreThomas19731016,"Myhre, Thomas",Thomas Myhre,Myhre,Thomas,1973-10-16,,,Goalkeeper,Goalkeeper,,,Goalkeeper
MyrieWilliamsJennison19880517,"Myrie-Williams, Jennison",Jennison Myrie-Williams,Myrie-Williams,Jennison,1988-05-17,,,Midfielder,Right Winger,Left Winger,,Right Winger
NDiayeSeyni19730601,"N'Diaye, Seyni",Seyni N'Diaye,N'Diaye,Seyni,1973-06-01,,,Forward,Center-Forward,,,Center-Forward
NavarroAlan19810531,"Navarro, Alan",Alan Navarro,Navarro,Alan,1981-05-31,,,Midfielder,Defensive Midfield,Central Midfield,Left Midfield,Defensive Midfield
NaylorTommy,"Naylor, Tommy",Tommy Naylor,Naylor,Tommy,,Unknown,Fullback,,,,,Fullback
NeillTommy19301003,"Neill, Tommy",Tommy Neill,Neill,Tommy,1930-10-03,,Wing Half,,Central Midfield,,,Wing Half
NelsonSid19960101,"Nelson, Sid",Sid Nelson,Nelson,Sid,1996-01-01,,,Defender,Centre-Back,Right-Back,,Centre-Back
NevinPat19630906,"Nevin, Pat",Pat Nevin,Nevin,Pat,1963-09-06,,Winger,Forward,Right Winger,Left Winger,Centre-Forward,Winger
NevittElliott19961030,"Nevitt, Elliott",Elliott Nevitt,Nevitt,Elliott,1996-10-30,,,Forward,Centre-Forward,,,Centre-Forward
NewtonPercy,"Newton, Percy",Percy Newton,Newton,Percy,,Unknown,Center Half,,,,,Center Half
NicholsonShane19700603,"Nicholson, Shane",Shane Nicholson,Nicholson,Shane,1970-06-03,,,Defender,Left-Back,,,Left-Back
NielsenGunnar19861007,"Nielsen, Gunnar",Gunnar Nielsen,Nielsen,Gunnar,1986-10-07,,,Goalkeeper,Goalkeeper,,,Goalkeeper
NightingaleDavid19270815,"Nightingale, David",David Nightingale,Nightingale,David,1927-08-15,,Right Back,,,,,Right Back
NivenJames18970908,"Niven, James",James Niven,Niven,James,1897-09-08,,Left Back,,,,,Left Back
NixonEric19621004,"Nixon, Eric",Eric Nixon,Nixon,Eric,1962-10-04,,Goalkeeper,Goalkeeper,Goalkeeper,,,Goalkeeper
NolanIan19700709,"Nolan, Ian",Ian Nolan,Nolan,Ian,1970-07-09,,Fullback,,Left-Back,Right-Back,,Fullback
NolanJon19920422,"Nolan, Jon",Jon Nolan,Nolan,Jon,1992-04-22,,,Midfielder,Central Midfield,Attacking Midfield,Defensive Midfield,Central Midfield
NorburnOliver19921026,"Norburn, Oliver",Oliver Norburn,Norburn,Oliver,1992-10-26,,,Midfielder,Central Midfield,Defensive Midfield,,Central Midfield
NormanCameron19951012,"Norman, Cameron",Cameron Norman,Norman,Cameron,1995-10-12,,,Defender,Right-Back,Centre-Back,Left-Back,Right-Back
NorrisJames20030404,"Norris, James",James Norris,Norris,James,2003-04-04,,,Defender,Left-Back,Left Midfield,Central Midfield,Left-Back
NorrisLuke19930603,"Norris, Luke",Luke Norris,Norris,Luke,1993-06-03,,,Forward,Centre-Forward,,,Centre-Forward
NorwoodJames19900905,"Norwood, James",James Norwood,Norwood,James,1990-09-05,,,Forward,,,,Forward
NugentDavid19850502,"Nugent, David",David Nugent,Nugent,David,1985-05-02,,,Forward,Centre-Forward,,,Centre-Forward
NugentGeorge20011204,"Nugent, George",George Nugent,Nugent,George,2001-12-04,,,Midfielder,Central Midfield,Right-Back,Right Midfield,Central Midfield
OBrienLiam19640905,"O'Brien, Liam",Liam O'Brien,O'Brien,Liam,1964-09-05,,Midfielder,Midfielder,Defensive Midfield,,,Midfielder
OCallaghanGeorge19790905,"O'Callaghan, George",George O'Callaghan,O'Callaghan,George,1979-09-05,,,Midfielder,Attacking Midfield,,,Attacking Midfield
OConnorJohn1903,"O'Connor, John",John O'Connor,O'Connor,John,,1903,Outside Right,,,,,Outside Right
OConnorLee20000728,"O'Connor, Lee",Lee O'Connor,O'Connor,Lee,2000-07-28,,,Midfielder,Right-Back,Defensive Midfield,Centre-Back,Right-Back
OHalloranMichael19910106,"O'Halloran, Michael",Michael O'Halloran,O'Halloran,Michael,1991-01-06,,,Forward,Right Winger,Left Winger,Centre-Forward,Right Winger
OLearyStephen19870202,"O'Leary, Stephen",Stephen O'Leary,O'Leary,Stephen,1987-02-02,,,Midfielder,Central Midfield,,,Central Midfield
ONeilTommy19521025,"O'Neil, Tommy",Tommy O'Neil,O'Neil,Tommy,1952-10-25,,Midfielder,,Right-Back,,,Midfielder
ONeillLuke19910820,"O'Neill, Luke",Luke O'Neill,O'Neill,Luke,1991-08-20,,,Defender,Right-Back,Centre-Back,,Right-Back
ORourkeBilly19600402,"O'Rourke, Billy",Billy O'Rourke,O'Rourke,Billy,1960-04-02,,Goalkeeper,,,,,Goalkeeper
ObreyAlf19120603,"Obrey, Alf",Alf Obrey,Obrey,Alf,1912-06-03,,Center Half,,,,,Center Half
OdejayiKayode19820221,"Odejayi, Kayode",Kayode Odejayi,Odejayi,Kayode,1982-02-21,,,Forward,Centre-Forward,,,Centre-Forward
OliverGavin19620906,"Oliver, Gavin",Gavin Oliver,Oliver,Gavin,1962-09-06,,Defender,,,,,Defender
OlsenJames19811023,"Olsen, James",James Olsen,Olsen,James,1981-10-23,,,Defender,Left-Back,Left Midfield,,Left-Back
OmotolaTolani19980416,"Omotola, Tolani",Tolani Omotola,Omotola,Tolani,1998-04-16,,,Forward,Centre-Forward,,,Centre-Forward
OnuoraIffy19670728,"Onuora, Iffy",Iffy Onuora,Onuora,Iffy,1967-07-28,,,Forward,Centre-Forward,,,Centre-Forward
OnyealiElkanah19390607,"Onyeali, Elkanah",Elkanah Onyeali,Onyeali,Elkanah,1939-06-07,,Forward,,,,,Forward
OsbornSimon19720119,"Osborn, Simon",Simon Osborn,Osborn,Simon,1972-01-19,,,Midfielder,Central Midfield,,,Central Midfield
OsborneElliot19960512,"Osborne, Elliot",Elliot Osborne,Osborne,Elliot,1996-05-12,,,Midfielder,Central Midfield,,,Central Midfield
OtsemoborJon19830323,"Otsemobor, Jon",Jon Otsemobor,Otsemobor,Jon,1983-03-23,,,Defender,Right-Back,,,Right-Back
OwenArthur1911,"Owen, Arthur",Arthur Owen,Owen,Arthur,,1911,Left Back,,,,,Left Back
OwenBilly19140630,"Owen, Billy",Billy Owen,Owen,Billy,1914-06-30,,Center Forward,,,,,Center Forward
OxtobyDick19390905,"Oxtoby, Dick",Dick Oxtoby,Oxtoby,Dick,1939-09-05,,Half Back,,,,,Half Back
PaliosMark19521109,"Palios, Mark",Mark Palios,Palios,Mark,1952-11-09,,Midfielder,,,,,Midfielder
PalmerLiam19910919,"Palmer, Liam",Liam Palmer,Palmer,Liam,1991-09-19,,,Defender,Right-Back,Centre-Back,Defensive Midfield,Right-Back
ParkinsonAndy19790527,"Parkinson, Andy",Andy Parkinson,Parkinson,Andy,1979-05-27,,,Midfielder,Right Winger,Attacking Midfield,,Right Winger
ParnellFrank19351104,"Parnell, Frank",Frank Parnell,Parnell,Frank,1935-11-04,,Center Forward,,,,,Center Forward
ParnellRoy19431008,"Parnell, Roy",Roy Parnell,Parnell,Roy,1943-10-08,,Right Back,,,,,Right Back
ParryDave19480211,"Parry, Dave",Dave Parry,Parry,Dave,1948-02-11,,Outside Left,,,,,Outside Left
ParryLes19531113,"Parry, Les",Les Parry,Parry,Les,1953-11-13,,Central Defender,,Centre-Back,,,Central Defender
PatrickOmari19960524,"Patrick, Omari",Omari Patrick,Patrick,Omari,1996-05-24,,,Midfielder,Left Winger,Centre-Forward,Right Winger,Left Winger
PayneAlbert19231111,"Payne, Albert",Albert Payne,Payne,Albert,1923-11-11,,Wing Half,,,,,Wing Half
PayneGeorge19210822,"Payne, George",George Payne,Payne,George,1921-08-22,,Goalkeeper,,,,,Goalkeeper
PayneStefan19910810,"Payne, Stefan",Stefan Payne,Payne,Stefan,1991-08-10,,,Forward,Centre-Forward,Right Winger,Left Winger,Centre-Forward
PearsonTich41910,"Pearson, Tich",Tich Pearson,Pearson,Tich,,Q4 1910,Outside Right,,,,,Outside Right
PenningtonJames21915,"Pennington, James",James Pennington,Pennington,James,,Q2 1915,Inside Left,,,,,Inside Left
PenningtonMatthew19941006,"Pennington, Matthew",Matthew Pennington,Pennington,Matthew,1994-10-06,,,Defender,Centre-Back,Right-Back,,Centre-Back
PeplowSteve19490108,"Peplow, Steve",Steve Peplow,Peplow,Steve,1949-01-08,,Outside Right,,Right Midfield,,,Outside Right
PerfectFrank19150309,"Perfect, Frank",Frank Perfect,Perfect,Frank,1915-03-09,,Right Back,,,,,Right Back
PerkinsDavid19820621,"Perkins, David",David Perkins,Perkins,David,1982-06-21,,,Midfielder,Central Midfield,Defensive Midfield,Left Midfield,Central Midfield
PetersonKristoffer19941128,"Peterson, Kristoffer",Kristoffer Peterson,Peterson,Kristoffer,1994-11-28,,,Midfielder,Left Winger,Right Winger,Centre-Forward,Left Winger
PhillipsErnest1897,"Phillips, Ernest",Ernest Phillips,Phillips,Ernest,,1897,Left Half,,,,,Left Half
PhilpottsDave19540331,"Philpotts, Dave",Dave Philpotts,Philpotts,Dave,1954-03-31,,Center Half,,,,,Center Half
PhilpottsJohn,"Philpotts, John",John Philpotts,Philpotts,John,,Unknown,Outside Right,,,,,Outside Right
PikeDan20020109,"Pike, Dan",Dan Pike,Pike,Dan,2002-01-09,,,Defender,Right-Back,Left-Back,,Right-Back
PikeMartin19641021,"Pike, Martin",Martin Pike,Pike,Martin,1964-10-21,,Left Back,,Left-Back,Right-Back,Left Midfield,Left Back
PillingLuke19970725,"Pilling, Luke",Luke Pilling,Pilling,Luke,1997-07-25,,,Goalkeeper,Goalkeeper,,,Goalkeeper
PlattDick,"Platt, Dick",Dick Platt,Platt,Dick,,Unknown,Right Back,,,,,Right Back
PlattJohn19540822,"Platt, John",John Platt,Platt,John,1954-08-22,,Goalkeeper,,,,,Goalkeeper
PointonRay19471106,"Pointon, Ray",Ray Pointon,Pointon,Ray,1947-11-06,,Fullback,,,,,Fullback
PollardJames19200604,"Pollard, James",James Pollard,Pollard,James,1920-06-04,,Outside Left,,,,,Outside Left
PonticelliJordan19980910,"Ponticelli, Jordan",Jordan Ponticelli,Ponticelli,Jordan,1998-09-10,,,Forward,Centre-Forward,,,Centre-Forward
PoskettThomas19091226,"Poskett, Thomas",Thomas Poskett,Poskett,Thomas,1909-12-26,,Goalkeeper,,,,,Goalkeeper
PostlewhiteDennis19571013,"Postlewhite, Dennis",Dennis Postlewhite,Postlewhite,Dennis,1957-10-13,,Defender,,Centre-Back,,,Defender
PotterDarren19841221,"Potter, Darren",Darren Potter,Potter,Darren,1984-12-21,,,Midfielder,Central Midfield,Defensive Midfield,,Central Midfield
PowellNeville19630902,"Powell, Neville",Neville Powell,Powell,Neville,1963-09-02,,Midfielder,,Right Midfield,,,Midfielder
PowerMax19930727,"Power, Max",Max Power,Power,Max,1993-07-27,,,Midfielder,Central Midfield,Defensive Midfield,Right-Back,Central Midfield
PrenticeJohn18981019,"Prentice, John",John Prentice,Prentice,John,1898-10-19,,Outside Left,,,,,Outside Left
PrescottFrank19220812,"Prescott, Frank",Frank Prescott,Prescott,Frank,1922-08-12,,Center Forward,,,,,Center Forward
PriceJason19770412,"Price, Jason",Jason Price,Price,Jason,1977-04-12,,,Forward,Centre-Forward,Right Winger,,Centre-Forward
PriceKen19390325,"Price, Ken",Ken Price,Price,Ken,1939-03-25,,Center Forward,,,,,Center Forward
PriceWalter19210214,"Price, Walter",Walter Price,Price,Walter,1921-02-14,,Center Half,,,,,Center Half
PringleBen19890725,"Pringle, Ben",Ben Pringle,Pringle,Ben,1989-07-25,,,Midfielder,Left Midfield,Right Midfield,Central Midfield,Left Midfield
PritchardJoe19430904,"Pritchard, Joe",Joe Pritchard,Pritchard,Joe,1943-09-04,,Midfielder,,Central Midfield,,,Midfielder
PritchardRay19540623,"Pritchard, Ray",Ray Pritchard,Pritchard,Ray,1954-06-23,,Fullback,,,,,Fullback
ProctorMark19610130,"Proctor, Mark",Mark Proctor,Proctor,Mark,1961-01-30,,Midfielder,,,,,Midfielder
ProctorNorman18960511,"Proctor, Norman",Norman Proctor,Proctor,Norman,1896-05-11,,Inside Left,,,,,Inside Left
ProsserNeil19570308,"Prosser, Neil",Neil Prosser,Prosser,Neil,1957-03-08,,Forward,,,,,Forward
ProudlockAdam19810509,"Proudlock, Adam",Adam Proudlock,Proudlock,Adam,1981-05-09,,,Forward,Centre-Forward,,,Centre-Forward
RachubkaPaul19810521,"Rachubka, Paul",Paul Rachubka,Rachubka,Paul,1981-05-21,,,Goalkeeper,Goalkeeper,,,Goalkeeper
RainfordBilly18920226,"Rainford, Billy",Billy Rainford,Rainford,Billy,1892-02-26,,Inside Left,,,,,Inside Left
RankineMark19690930,"Rankine, Mark",Mark Rankine,Rankine,Mark,1969-09-30,,,Midfielder,Central Midfield,,,Central Midfield
RatcliffeArchie18930130,"Ratcliffe, Archie",Archie Ratcliffe,Ratcliffe,Archie,1893-01-30,,Center Forward,,,,,Center Forward
RavenDavid19850310,"Raven, David",David Raven,Raven,David,1985-03-10,,,Defender,Right-Back,Centre-Back,,Right-Back
RayGeorge19931013,"Ray, George",George Ray,Ray,George,1993-10-13,,,Defender,Centre-Back,,,Centre-Back
ReesPeter19320505,"Rees, Peter",Peter Rees,Rees,Peter,1932-05-05,,Outside Left,,,,,Outside Left
RiceRon19230413,"Rice, Ron",Ron Rice,Rice,Ron,1923-04-13,,Inside Left,,,,,Inside Left
RichardsEliot19910910,"Richards, Eliot",Eliot Richards,Richards,Eliot,1991-09-10,,,Forward,Attacking Midfield,Left Winger,Right Winger,Attacking Midfield
RichardsErnest,"Richards, Ernest",Ernest Richards,Richards,Ernest,,Unknown,Center Half,,,,,Center Half
RichardsPercy1907,"Richards, Percy",Percy Richards,Richards,Percy,,1907,Outside Left,,,,,Outside Left
RickettsMichael19781204,"Ricketts, Michael",Michael Ricketts,Ricketts,Michael,1978-12-04,,,Forward,Centre-Forward,,,Centre-Forward
RiddingBill19110404,"Ridding, Bill",Bill Ridding,Ridding,Bill,1911-04-04,,Center Forward,,,,,Center Forward
RidehalghLiam19910420,"Ridehalgh, Liam",Liam Ridehalgh,Ridehalgh,Liam,1991-04-20,,,Defender,Left-Back,Centre-Back,,Left-Back
RideoutPaul19640814,"Rideout, Paul",Paul Rideout,Rideout,Paul,1964-08-14,,,Forward,Centre-Forward,,,Centre-Forward
RidgwayJohn,"Ridgway, John",John Ridgway,Ridgway,John,,Unknown,Left Back,,,,,Left Back
RileyAlan,"Riley, Alan",Alan Riley,Riley,Alan,,Unknown,Goalkeeper,,,,,Goalkeeper
RileyMartin19861205,"Riley, Martin",Martin Riley,Riley,Martin,1986-12-05,,,Defender,Centre-Back,,,Centre-Back
RimmerEllis19070102,"Rimmer, Ellis",Ellis Rimmer,Rimmer,Ellis,1907-01-02,,Outside Left,,,,,Outside Left
RobertsBilly19040109,"Roberts, Billy",Billy Roberts,Roberts,Billy,1904-01-09,,Inside Right,,,,,Inside Right
RobertsEddie19471116,"Roberts, Eddie",Eddie Roberts,Roberts,Eddie,1947-11-16,,Goalkeeper,,,,,Goalkeeper
RobertsGareth19780206,"Roberts, Gareth",Gareth Roberts,Roberts,Gareth,1978-02-06,,,Defender,Left-Back,,,Left-Back
RobertsGerald21908,"Roberts, Gerald",Gerald Roberts,Roberts,Gerald,,Q2 1908,Left Back,,,,,Left Back
RobertsJames18910107,"Roberts, James",James Roberts,Roberts,James,1891-01-07,,Outside Left,,,,,Outside Left
RobertsRonnie19420914,"Roberts, Ronnie",Ronnie Roberts,Roberts,Ronnie,1942-09-14,,Outside Left,,,,,Outside Left
RobertsonTeddie19351219,"Robertson, Teddie",Teddie Robertson,Robertson,Teddie,1935-12-19,,Fullback,,,,,Fullback
RobertsonWilliam,"Robertson, William",William Robertson,Robertson,William,,Unknown,Center Forward,,,,,Center Forward
RobinsonAlfred18980130,"Robinson, Alfred",Alfred Robinson,Robinson,Alfred,1898-01-30,,Inside Right,,,,,Inside Right
RobinsonAndy19791103,"Robinson, Andy",Andy Robinson,Robinson,Andy,1979-11-03,,,Midfielder,Left Midfield,Right Midfield,Central Midfield,Left Midfield
RobinsonJames18980108,"Robinson, James",James Robinson,Robinson,James,1898-01-08,,Outside Left,,,,,Outside Left
RobinsonLiam19651229,"Robinson, Liam",Liam Robinson,Robinson,Liam,1965-12-29,,Striker,,,,,Striker
RobinsonLuke20011120,"Robinson, Luke",Luke Robinson,Robinson,Luke,2001-11-20,,,Defender,Left-Back,,,Left-Back
RobinsonMarvin19800411,"Robinson, Marvin",Marvin Robinson,Robinson,Marvin,1980-04-11,,,Forward,Centre-Forward,,,Centre-Forward
RodawayBilly19540926,"Rodaway, Billy",Billy Rodaway,Rodaway,Billy,1954-09-26,,Midfielder,,Centre-Back,,,Midfielder
RogersAlan19770103,"Rogers, Alan",Alan Rogers,Rogers,Alan,1977-01-03,,Left Back,Defender,Left-Back,Left Midfield,Left Winger,Left Back
RokkaElliot19960316,"Rokka, Elliot",Elliot Rokka,Rokka,Elliot,1996-03-16,,,Midfielder,Centre-Forward,Right Winger,Left Winger,Centre-Forward
RoperWilliam21914,"Roper, William",William Roper,Roper,William,,Q2 1914,Goalkeeper,,,,,Goalkeeper
